tanggal,arena_id,view,quote,reply,participant,posting,expression,polling,bookmark,survey,quis,score
2017-10-01,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-02,17,0,0,0,1,1,0,0,0,0,0,2
2017-10-02,29,0,0,0,2,3,1,0,0,0,0,6
2017-10-03,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-04,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-05,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-06,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-07,14,0,0,0,1,2,0,0,0,0,0,3
2017-10-07,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-08,29,0,0,0,1,4,2,0,0,0,0,7
2017-10-09,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-09,56,0,0,0,1,1,0,0,0,0,0,2
2017-10-10,52,0,0,20,2,76,0,1,0,0,0,99
2017-10-10,29,0,0,0,3,4,2,0,0,0,0,9
2017-10-11,17,0,0,0,1,1,1,0,0,0,0,3
2017-10-11,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-12,29,0,0,1,2,3,0,0,0,0,0,6
2017-10-12,35,0,0,1,1,1,0,0,0,0,0,3
2017-10-12,45,0,0,0,1,1,0,0,0,0,0,2
2017-10-13,14,0,0,0,1,1,0,0,0,0,0,2
2017-10-13,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-13,35,0,0,0,1,1,0,0,0,0,0,2
2017-10-14,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-15,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-16,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-17,18,0,0,0,1,1,0,0,0,0,0,2
2017-10-17,23,0,0,0,1,2,0,0,0,0,0,3
2017-10-17,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-17,45,0,0,0,2,3,0,0,0,0,0,5
2017-10-18,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-18,2,0,0,0,1,1,0,0,0,0,0,2
2017-10-19,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-20,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-21,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-22,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-23,29,0,1,0,1,4,1,0,0,0,0,7
2017-10-24,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-25,2,0,0,0,1,1,1,0,0,0,0,3
2017-10-25,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-25,61,0,13,5,12,139,10,0,0,0,0,179
2017-10-26,29,0,0,3,5,18,7,0,1,0,0,34
2017-10-26,35,0,0,0,1,1,0,0,0,0,0,2
2017-10-27,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-27,50,0,0,0,1,1,0,0,0,0,0,2
2017-10-28,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-28,50,0,0,0,1,1,0,0,0,0,0,2
2017-10-29,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-30,64,0,9,43,13,428,62,13,0,0,0,568
2017-10-30,14,0,0,0,1,1,0,0,0,0,0,2
2017-10-30,29,0,0,0,2,3,3,0,0,0,0,8
2017-10-31,29,0,0,0,1,2,0,0,0,0,0,3
2017-10-31,64,0,0,0,1,4,0,0,0,0,0,5
2017-11-01,29,0,0,0,1,4,0,0,0,0,0,5
2017-11-01,70,0,0,0,4,8,0,0,0,0,0,12
2017-11-02,14,0,0,0,1,1,0,0,0,0,0,2
2017-11-02,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-02,64,0,0,1,1,2,0,0,0,0,0,4
2017-11-02,70,0,0,0,1,1,0,0,0,0,0,2
2017-11-03,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-04,23,0,0,0,1,1,0,0,0,0,0,2
2017-11-04,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-05,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-06,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-06,73,0,6,29,7,162,15,0,0,0,0,219
2017-11-07,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-08,79,0,4,33,11,226,9,5,0,0,0,288
2017-11-08,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-09,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-10,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-11,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-12,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-13,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-14,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-15,2,0,0,0,1,8,1,0,0,0,0,10
2017-11-15,8,0,0,0,1,2,0,0,0,0,0,3
2017-11-15,29,0,0,0,1,3,2,0,0,0,0,6
2017-11-16,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-17,84,0,0,0,1,2,0,0,0,0,0,3
2017-11-17,87,0,2,1,2,11,4,0,0,0,0,20
2017-11-17,82,0,2,0,4,19,4,0,2,0,0,31
2017-11-17,88,0,0,0,5,42,3,0,2,0,0,52
2017-11-17,45,0,0,0,1,1,0,0,0,0,0,2
2017-11-17,29,0,0,0,2,3,1,0,0,0,0,6
2017-11-17,18,0,0,2,3,8,1,0,1,0,0,15
2017-11-17,17,0,0,0,1,1,0,0,0,0,0,2
2017-11-17,61,0,0,0,1,2,0,0,0,0,0,3
2017-11-18,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-18,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-19,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-19,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-20,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-20,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-20,84,0,0,0,1,1,0,0,0,0,0,2
2017-11-21,102,0,0,0,1,2,0,0,0,0,0,3
2017-11-21,99,0,0,0,1,2,0,0,0,0,0,3
2017-11-21,96,0,0,0,2,3,1,0,0,0,0,6
2017-11-21,29,0,0,0,2,3,1,0,0,0,0,6
2017-11-21,87,0,0,0,1,4,0,0,0,0,0,5
2017-11-21,84,0,0,0,1,1,0,0,0,0,0,2
2017-11-21,82,0,0,0,1,4,0,0,0,0,0,5
2017-11-21,91,0,0,0,1,2,0,0,0,0,0,3
2017-11-22,105,0,0,0,3,5,0,0,0,0,0,8
2017-11-22,103,0,0,0,1,4,0,0,0,0,0,5
2017-11-22,96,0,0,0,1,1,0,0,0,0,0,2
2017-11-22,12,0,0,0,1,1,0,0,0,0,0,2
2017-11-22,29,0,0,1,3,4,0,0,0,0,0,8
2017-11-22,2,0,0,0,1,1,0,0,0,0,0,2
2017-11-22,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-23,29,0,0,0,2,3,1,0,0,0,0,6
2017-11-23,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-23,96,0,0,0,1,1,0,0,0,0,0,2
2017-11-23,108,0,0,0,1,1,0,0,0,0,0,2
2017-11-24,116,0,0,0,2,4,0,0,0,0,0,6
2017-11-24,113,0,0,0,1,5,3,0,0,0,0,9
2017-11-24,108,0,0,0,1,1,0,0,0,0,0,2
2017-11-24,87,0,1,0,2,3,5,0,0,0,0,11
2017-11-24,82,0,0,0,2,4,0,0,0,0,0,6
2017-11-24,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-24,96,0,0,0,2,7,0,0,0,0,0,9
2017-11-25,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-25,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-26,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-26,12,0,0,0,1,1,1,0,0,0,0,3
2017-11-26,23,0,0,0,1,1,0,0,0,0,0,2
2017-11-26,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-27,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-27,84,0,0,0,1,1,0,0,0,0,0,2
2017-11-27,96,0,0,1,4,37,1,0,5,0,0,48
2017-11-27,120,0,1,92,17,560,42,5,0,0,0,717
2017-11-27,29,0,0,1,2,4,5,0,1,0,0,13
2017-11-28,29,0,0,0,1,2,0,0,0,0,0,3
2017-11-28,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-28,84,0,0,0,1,1,0,0,0,0,0,2
2017-11-28,110,0,0,1,2,6,0,0,0,0,0,9
2017-11-28,124,0,0,0,1,2,0,0,0,0,0,3
2017-11-29,29,0,0,0,1,3,0,0,0,0,0,4
2017-11-29,82,0,0,0,1,3,0,0,0,0,0,4
2017-11-29,105,0,53,52,16,333,23,0,1,0,0,478
2017-11-30,35,0,0,0,1,1,0,0,0,0,0,2
2017-11-30,96,0,0,0,2,3,0,0,0,0,0,5
2017-11-30,82,0,0,0,1,2,0,0,0,0,0,3
2017-11-30,12,0,0,0,1,3,0,0,0,0,0,4
2017-11-30,29,0,0,0,2,4,0,0,0,0,0,6
2017-12-01,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-01,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-02,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-02,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-03,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-03,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-04,126,0,0,42,10,187,6,0,0,0,0,245
2017-12-04,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-04,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-04,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-05,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-05,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-05,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-05,130,0,0,0,2,8,1,0,0,0,0,11
2017-12-05,134,0,0,0,1,2,0,0,0,0,0,3
2017-12-06,137,0,0,0,1,5,0,1,0,0,0,7
2017-12-06,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-06,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-06,105,0,0,0,1,1,0,0,0,0,0,2
2017-12-07,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-07,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-07,137,0,0,0,1,8,0,9,0,0,0,18
2017-12-07,141,0,1,0,1,6,0,0,0,0,0,8
2017-12-08,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-08,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-08,137,0,0,0,2,2,2,0,0,0,0,6
2017-12-09,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-09,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-10,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-10,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-11,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-11,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-11,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-11,88,0,0,0,1,1,0,0,0,0,0,2
2017-12-12,141,0,0,0,1,1,0,0,0,0,0,2
2017-12-12,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-12,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-12,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-13,17,0,0,0,1,2,0,0,0,0,0,3
2017-12-13,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-13,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-14,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-14,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-15,29,0,0,0,2,3,0,0,1,0,0,6
2017-12-15,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-15,137,0,0,0,1,3,1,0,0,0,0,5
2017-12-16,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-16,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-17,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-17,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-18,137,0,0,0,1,1,2,0,0,0,0,4
2017-12-18,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-18,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-18,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-19,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-19,137,0,0,0,1,3,1,0,0,0,0,5
2017-12-19,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-19,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-20,29,0,0,0,1,3,0,0,0,0,0,4
2017-12-20,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-20,145,0,1,72,20,450,83,0,1,0,0,627
2017-12-21,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-21,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-21,88,0,0,0,2,23,1,0,0,0,0,26
2017-12-22,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-22,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-23,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-23,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-24,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-24,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-25,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-25,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-25,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-26,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-26,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-26,84,0,0,0,1,1,0,0,0,0,0,2
2017-12-27,154,0,0,0,1,4,0,0,0,0,0,5
2017-12-27,153,0,0,0,1,2,0,0,0,0,0,3
2017-12-27,149,0,0,0,1,2,0,0,0,0,0,3
2017-12-27,146,0,1,0,1,12,0,0,0,0,0,14
2017-12-27,87,0,0,0,1,2,1,0,0,0,0,4
2017-12-27,82,0,0,0,1,2,0,0,2,0,0,5
2017-12-27,29,0,0,0,2,3,0,0,0,0,0,5
2017-12-27,17,0,0,0,1,2,1,0,0,0,0,4
2017-12-27,113,0,0,0,1,2,0,0,0,0,0,3
2017-12-28,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-28,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-28,137,0,0,0,1,1,2,0,0,0,0,4
2017-12-28,157,0,0,0,1,2,0,0,0,0,0,3
2017-12-29,140,0,0,0,1,1,0,0,0,0,0,2
2017-12-29,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-29,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-30,140,0,0,0,1,1,0,0,0,0,0,2
2017-12-30,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-30,82,0,0,0,1,2,0,0,0,0,0,3
2017-12-31,29,0,0,0,1,2,0,0,0,0,0,3
2017-12-31,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-01,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-01,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-01,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-02,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-02,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-02,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-02,137,0,0,0,1,2,0,1,0,0,0,4
2018-01-03,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-03,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-03,87,0,0,0,1,1,0,0,0,0,0,2
2018-01-04,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-04,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-05,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-05,161,0,0,0,1,1,0,0,0,0,0,2
2018-01-05,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-05,88,0,1,0,1,2,0,0,0,0,0,4
2018-01-06,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-06,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-06,161,0,0,0,1,3,0,0,0,0,0,4
2018-01-07,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-07,161,0,0,0,1,1,0,0,0,0,0,2
2018-01-07,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-08,29,0,0,0,2,3,0,0,0,0,0,5
2018-01-08,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-08,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-08,88,0,1,0,1,2,0,0,0,0,0,4
2018-01-09,145,0,0,0,1,1,0,0,0,0,0,2
2018-01-09,164,0,0,0,1,1,0,0,0,0,0,2
2018-01-09,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-09,29,0,1,0,1,8,0,0,0,0,0,10
2018-01-09,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-10,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-10,137,0,0,0,1,1,0,0,0,0,0,2
2018-01-10,168,0,0,0,2,5,0,0,0,0,0,7
2018-01-10,29,0,0,0,1,4,0,0,0,0,0,5
2018-01-11,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-11,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-12,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-12,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-13,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-13,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-14,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-14,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-15,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-15,168,0,0,0,1,1,2,0,1,0,0,5
2018-01-15,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-15,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-15,35,0,0,0,1,1,0,0,0,0,0,2
2018-01-16,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-16,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-16,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-16,168,0,0,0,1,1,0,0,0,0,0,2
2018-01-17,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-17,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-18,168,0,0,0,2,2,2,0,0,0,0,6
2018-01-18,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-18,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-19,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-19,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-20,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-20,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-21,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-21,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-22,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-22,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-22,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-23,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-23,84,0,0,0,2,2,0,0,0,0,0,4
2018-01-23,29,0,0,0,1,2,0,0,0,0,0,3
2018-01-24,17,0,0,0,1,1,1,0,0,0,0,3
2018-01-24,29,0,1,0,2,5,0,0,0,0,0,8
2018-01-24,82,0,0,0,1,2,0,0,0,0,0,3
2018-01-25,208,0,0,0,1,1,0,0,0,0,0,2
2018-01-25,184,0,0,0,2,9,0,0,0,0,0,11
2018-01-25,201,0,0,0,4,13,0,7,0,0,0,24
2018-01-25,197,0,0,0,3,17,3,0,0,0,0,23
2018-01-25,196,0,0,0,2,2,0,0,0,0,0,4
2018-01-25,194,0,0,0,3,7,1,6,0,0,0,17
2018-01-25,190,0,0,0,2,6,0,0,0,0,0,8
2018-01-25,189,0,0,0,1,8,0,0,0,0,0,9
2018-01-25,186,0,4,1,7,63,7,5,0,0,0,87
2018-01-25,204,0,0,0,4,19,1,0,0,0,0,24
2018-01-25,181,0,0,0,5,24,3,0,0,0,0,32
2018-01-25,174,0,0,0,7,15,5,0,0,0,0,27
2018-01-25,12,0,0,0,1,2,0,0,0,0,0,3
2018-01-25,178,0,2,6,5,41,2,0,0,0,0,56
2018-01-25,29,0,0,1,2,2,0,0,0,0,0,5
2018-01-25,35,0,0,0,2,2,0,0,0,0,0,4
2018-01-25,18,0,0,0,2,2,0,0,0,0,0,4
2018-01-25,96,0,0,0,2,13,0,0,0,0,0,15
2018-01-25,157,0,0,0,1,1,0,0,0,0,0,2
2018-01-25,164,0,0,0,1,1,0,0,0,0,0,2
2018-01-25,168,0,0,0,1,2,0,0,0,0,0,3
2018-01-25,87,0,0,0,1,2,1,0,0,0,0,4
2018-01-26,168,0,0,0,1,1,0,0,0,0,0,2
2018-01-26,174,0,0,1,1,2,0,0,0,0,0,4
2018-01-26,201,0,0,0,1,1,0,0,0,0,0,2
2018-01-26,208,0,0,0,1,1,0,0,0,0,0,2
2018-01-29,209,0,0,1,11,36,21,12,0,0,0,81
2018-01-29,197,0,0,0,1,1,0,0,0,0,0,2
2018-01-29,194,0,0,1,2,3,0,0,0,0,0,6
2018-01-29,96,0,0,0,1,1,0,0,0,0,0,2
2018-01-29,174,0,0,0,1,1,0,0,0,0,0,2
2018-01-29,84,0,0,0,1,1,0,0,0,0,0,2
2018-01-29,181,0,0,0,3,5,0,0,0,0,0,8
2018-01-29,87,0,0,0,1,1,0,0,0,0,0,2
